Username,Date,Tweet Text,Hashtags,Mentions
light815,"May 17, 2017",دیروز ظهر شرکت اصفهان مورد نگاه خیره جنسی قرار گرفتم. یک مشتری بدون هیچ ترس حتی روشنای روز هم جلوی آزار رو نمی‌گیره. تا کی باید تحمل کنیم؟,,
obs812,"Feb 18, 2022",آمار متلک جنسی در تهران نگران‌کننده است. آخرین مورد شب‌غروب حدود ساعت ۱۹ پله‌برقی تهران رخ داده. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه.,آزار_بس,hossein.parvin
AzadeMokhtari,"Oct 13, 2022",زنان کُشته شده با آزار، #تعرض، خشونت؛ فراوان‌تر از مردان کُشته شده در جنگند! طبق آمار رسمی ۴۹درصد #زنان_ایرانی آزارجسمی،۲۶درصد عاطفی،روانی و کلامی،۲۲.۲درصد آزارهای اجتماعی،اقتصادی دیده‌اند فراوانی آزارهای خیابانی حدود۱۲درصد و ایران،همچنان قانون منع #خشونت علیه زنان ندارد! شب,"تعرض,زنان_ایرانی,خشونت",
light.mehdi,"Jun 27, 2026",واقعاً خسته شدم. نیمه‌شب حدود ساعت ۲۳ در خیابان ارومیه دوبار آزار جنسی کلامی شدم. ساعات شب خطر آزار جنسی بالاتره. فضای عمومی باید برای همه امن باشه.,خیابان_ناامن,
obs7729,"Dec 25, 2018",بر اساس گزارش‌ها، آزار جنسی کلامی در شیراز بعدازظهر حدود ساعت ۱۵ در در سینما شهر شیراز رو به افزایش است. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. فضای عمومی باید برای همه امن باشه.,زن_زندگی_آزادی,
shirin3396,"Nov 07, 2025",بازداشت متهم نزدیک شدن ناخواسته در ریاض. حادثه عصر حدود ساعت ۱۷ دانشگاه شریف ریاض رخ داده. قربانی زن جوان گزارش داده. در محل کار و تحصیل آزار جنسی نباید نادیده گرفته بشه.,,
iranriseonline,"Dec 26, 2025",وب‌سایت وای‌نت گزارش داد پنج زندانبان زن در پرونده آزار جنسی توسط محمود عطاالله، زندانی فلسطینی، با دولت اسرائیل به توافق رسیده‌اند و قرار است غرامتی چند میلیون شکلی دریافت کنند حدود ساعت ۸. این زنان گفته‌اند که تعرض‌های جنسی در دوران خدمت سربازی آن‌ها که به عنوان زندانبان فعالیت می‌کردند،,,
Sarinavoice,"Mar 03, 2023",@journalist13600 اون دختره که دارن می‌کشند میرنش من بودم. اساسی هم به خانواده نمی‌زدند. چون پر رو بودم باید به حسابم میرسیدند! الان هم هنوز دو تا چشم پشت سرم هست اگر یک جای ایران توی خیابون. بیخیال دو تا خیابون و پاساز شیک بالاشهر تهران! برای بقیه ی ایران باید مراقب بود. آمار تمام چادری ها حدود ساعت ۲۱، تمام,,journalist13600
justice138,"Aug 19, 2018",پلیس از بازداشت متهم نزدیک شدن ناخواسته زن خبر داد. حادثه پیش از ظهر در اداره دولتی شیراز رخ داده. روزها هم آزار جنسی خیلی زیاده.,زن_زندگی_آزادی,
report906,"Apr 02, 2022",گزارش: نیمه‌شب حدود ساعت ۲۳ در کلانتری شهر بیرجند حادثه متلک جنسی رخ داد. قربانی زن و متهم مسئول بازداشتگاه بوده. محیط سازمانی باید امن‌تر بشه. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه.,,maryam.reza
thestraycat1989,"Sep 15, 2022",@meowbiaw متأسفانه وقتی میگیم حقوق زنان رعایت نمیشه منظور فقط به ایران نیست و تو کشورهای دیگه مثل آمریکا گاهاً با سقط جنین بدتر از تجاوز رفتار میشه در دانشگاه. متجاوز راحت ول می‌چرخه تو جامعه.ر,,meowbiaw
arvand_a95083,"Dec 26, 2025",حقوق زنان، نه «انقلاب هویتی» بازخوانی تاریخی از کشف حجاب تا تحریف امروز اگر مقصود از «انقلاب فمینیستی» صرفاً برداشتن روسری و مخالفت با حجاب اجباری است، این رخداد ۸۸ سال پیش در ایران تحقق یافت. در ۱۷ دی ۱۳۱۴ (۷ ژانویهٔ ۱۹۳۶) حدود ساعت ۱۲، سیاست #کشف_حجاب در دوران رضاشاه به اجرا درآمد؛ نه به,کشف_حجاب,
farsi566,"May 21, 2024",باز هم خبر خیره شدن جنسی! این بار صبح حدود ساعت ۸ بازار بزرگ اصفهان. قربانی زن بوده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. تا کی فضای عمومی ناامن باشه؟,,"obs8645,reza3633"
Samira119436061,"Mar 16, 2022",وزارت کشور فرانسه می‌گوید، خشونت‌های خانگی به ویژه در مورد تجاوز جنسی کمتر با شکایت قربانیان همراه بوده است. به گفته این وزارتخانه بین سال‌های ۲۰۱۱ تا ۲۰۱۸ در مترو، تنها ۲۷‌درصد از قربانیان خشونت‌های خانگی به طور متوسط دست به شکایات رسمی زده‌اند. #مهدیه_اسفندیاری,مهدیه_اسفندیاری,
reza3172,"Mar 22, 2018",پلیس از بازداشت متهم تماس فیزیکی ناخواسته دختر خبر داد. حادثه پیش از ظهر حدود ساعت ۱۰ در خیابان ارومیه رخ داده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,,
manam_khoda,"Aug 07, 2023",۸- زنان آگاه ایران که دهه‌ها تحت فشار روانی و فیزیکی بوده‌اند، هدف اصلی این تحقیر سیستماتیک هستند. سیستم می‌خواهد آن‌ها را چنان تشنه‌ی حقوق اولیه نگه دارد که با دیدن یک «اعتراض نمایشی» از سوی مهره‌های حکومتی، به وجد بیایند و دنباله‌روی همان‌ها شوند.,,
obs874,"Aug 21, 2025",قربانی متلک جنسی در خیابان اصفهان تعریف می‌کنه: ساعت ۱۹ شب‌غروب بودم که ناگهان مرد... شب وقت بیشترین گزارش‌های آزار جنسی هست. در اماکن عمومی هیچ نظارتی نیست.,,
narges448,"Jun 18, 2021",ادعانامه علیه مأمور که صبح کلانتری مشهد مرتکب آزار جنسی فیزیکی شده صادر شد. قربانی زن بوده. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه.,زن_زندگی_آزادی,
nazi590,"Nov 17, 2022",فضای عمومی برای زنان ناامنه. همین عصر در تاکسی شهر لرستان زنی نزدیک شدن ناخواسته شد. با شروع تاریکی امنیت کمتر میشه.,لرستان,
maryam7231,"May 14, 2022",فضای عمومی برای زنان ناامنه. همین ظهر در واگن مترو شهر پاریس زنی دنبال کردن شد. در ساعات روز هم این اتفاق‌ها میفته.,,
right1575,"Dec 22, 2025",دیروز بعدازظهر در پارک لرستان مورد نزدیک شدن ناخواسته قرار گرفتم. یک نگهبان پارک بدون هیچ ترس در ساعات روز هم این اتفاق‌ها میفته. تا کی باید تحمل کنیم؟,"پارک_ناامن,لرستان",
mehdi954,"Aug 18, 2019",بیدار بشیم! شب‌غروب فروشگاه تهران زنی نزدیک شدن ناخواسته شده. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. فضای عمومی ایمن نیست.,,
hossein300,"Jan 22, 2022",نکنه من تنها کسی هستم که صبح در مدرسه تبریز تجاوز جنسی شده؟ روزها هم آزار جنسی خیلی زیاده. دانشجوها باید قوی‌تر باشن.,آزار_مدرسه,
ali1331,"Feb 05, 2022",بازداشت متهم آزار جنسی فیزیکی در کرج. حادثه نیمه‌شب در خیابان شهر کرج رخ داده. قربانی دختر گزارش داده. فضای عمومی باید برای همه امن باشه.,,
alirezasaatch,"Dec 14, 2022",@Mooka_mn دوست دختر= دستمالی کردن زن آینده مردم شب‌غروب,,Mooka_mn
free5173,"Aug 23, 2019",واقعاً خسته شدم. شب در پارک ملت تهران دوبار متلک جنسی شدم. در تاریکی شب آزارگران جرأت بیشتری دارن. در اماکن عمومی هیچ نظارتی نیست.,پارک_ناامن,"right.hasan,maryam990"
hope5284,"Jun 27, 2024",قربانی آزار جنسی کلامی پیاده‌رو رشت تعریف می‌کنه: عصر بودم که ناگهان مرد ناشناس... با شروع تاریکی امنیت کمتر میشه. در اماکن عمومی هیچ نظارتی نیست.,خیابان_ناامن,
girl507,"Dec 16, 2022",محیط کاری برای زنان ناامنه. همین ساعت ۲۱ شب در درمانگاه قزوین زن جوانی سوت زدن و متلک شد. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه.,آزار_کلامی,
reza4681,"Nov 01, 2018",نمیدونم چی بگم. شب‌غروب در خیابان شهر تهران موتورسوار بهم نگاه خیره جنسی کرد. مکان‌های عمومی شهر ناامن هستند. ساعات شب خطر آزار جنسی بالاتره.,خیابان_ناامن,
zahra292,"Dec 14, 2023",واقعاً متاسفم. ساعت ۱۰ پیش از ظهر در مدرسه شیراز تماس فیزیکی ناخواسته اتفاق افتاد و قربانی دختر بود. روزها هم آزار جنسی خیلی زیاده. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه.,,
voice814,"Jun 12, 2026",منابع امنیتی: شب‌غروب حدود ساعت ۱۹ در ایستگاه اتوبوس شهر تهران نوجوانی مورد تجاوز جنسی قرار گرفته. متهم دستگیر شده. شب وقت بیشترین گزارش‌های آزار جنسی هست.,تهران,
maryam598,"Jan 12, 2018",خبر: مأمور به اتهام متلک جنسی زن در مسجد محله شهر برمپتون کانادا بازداشت شد. ماجرا صبح حدود ساعت ۸ اتفاق افتاده. فضای عمومی باید برای همه امن باشه.,,
watch482,"May 02, 2023",جنبش علیه آزار جنسی فیزیکی: پیش از ظهر در مدرسه شیراز تجمعی برگزار شد. روزها هم آزار جنسی خیلی زیاده. محیط کاری باید پایان داده بشه به این آزارها.,,
behtarin1760,"Jun 06, 2025",جنجال‌ها بر سر خشونت علیه زنان از هفتهٔ پیش با پخش تیزری از این سریال آغاز شد و دیروز با اظهارات ناگهانی و بسیار مشکوک نیروی انتظامی دربارهٔ قتل #الهه_حسین_نژاد به اوج رسید. اما دیروز و با پخش قسمتِ جدید، شاهد گفتگوی گرم و صمیمی این دو بازیگر بودیم به نحوی که بازیگر زن (ترانه)،/۱ https://t.co/9SViIGOBpo در پارک,الهه_حسین_نژاد,
report279,"Apr 12, 2023",دیروز شب تاکسی بی‌سیم رشت مورد نگاه خیره جنسی قرار گرفتم. یک مسافر مرد بدون هیچ ترس ساعات شب خطر آزار جنسی بالاتره. تا کی باید تحمل کنیم؟,زن_زندگی_آزادی,
report130,"Jan 01, 2025",دادگاه: مشتری مرد مرتکب آزار جنسی فیزیکی دختر در رستوران شهر اهواز شده. حادثه شب بوده. فضای عمومی باید برای همه امن باشه.,آزار_جنسی,
EPDAfghanistan,"Dec 30, 2016",نهاد برابری برای صلح و دموکراسی به تعقیب سلسله ترینینگ های آموزشی به هدف آگاهی دهی عامه و کاهش خشونت علیه زنان به...,,
mehdi708,"Mar 16, 2022",نمیدونم چی بگم. شب حدود ساعت ۲۱ منزل خمینی‌شهر شوهر بهم تماس فیزیکی ناخواسته کرد. آزار در فضای خانگی هم وجود داره. ساعات شب خطر آزار جنسی بالاتره.,آزار_جنسی,"sara1204,news.zahra"
tehran_farsi,"Dec 23, 2025",روایتی از آزار در برابر جنسی در تهران: صبح مدرسه تهران زن جوانی مورد آزار قرار گرفت. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. متهم هنوز دستگیر نشده.,زن_زندگی_آزادی,
news637,"Aug 17, 2024",دادگاه: مشتری مرد مرتکب تهدید جنسی دانشجو رستوران قم شده. حادثه شب حدود ساعت ۲۱ بوده. مکان‌های عمومی شهر ناامن هستند.,,
mashhad3490,"May 27, 2023",آمار نشان می‌دهد متلک جنسی ساعت ۱۵ بعدازظهر در فروشگاه شهر زاهدان بیشتر رخ می‌دهد. قربانیان عمدتاً زن هستند. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. فضای عمومی ناامن است.,,
obs1622,"Jun 22, 2022",واقعاً خسته شدم. صبح در کلانتری زنجان دوبار عکسبرداری ناخواسته شدم. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. محیط سازمانی باید امن‌تر بشه.,زنجان,
girl377,"Jan 26, 2025",تا کی باید فضای عمومی نگران امنیت باشیم؟ آخرین مورد: شب پارک ائل‌گلی کاشان دختری متلک جنسی شده. شب‌ها امنیت برای زنان خیلی کمتره.,زن_زندگی_آزادی,iran2846
hossein874,"Dec 16, 2025",حکم محکومیت نگهبان پارک به جرم آزار جنسی کلامی کودک صادر شد. حادثه پیش از ظهر در پارک اصفهان رخ داده. در اماکن عمومی هیچ نظارتی نیست.,پارک_ناامن,
watch424,"Jul 24, 2023",منابع امنیتی: پیش از ظهر در پارک ساعی شهر باکو زنی مورد آزار جنسی فیزیکی قرار گرفته. متهم دستگیر شده. در ساعات روز هم این اتفاق‌ها میفته.,آزار_جنسی,
yeganeh480,"Mar 25, 2022",@SaeedJafarian مقاومت زنان وقتی نتیجه میده که همه زنها بدون ترس از تجاوز  در اهواز، به قتل رسیدن و اسیدپاشی در کل ایران با پوشش دلخواهشون بیان بیرون. و این اتفاق فقط با مرگ همه آخوندا میوفته,,SaeedJafarian
human409,"Jun 15, 2023",گزارش: ساعت ۲ ساعات پایانی شب در بند زنان شهر ساری حادثه خیره شدن جنسی رخ داد. قربانی زن شاغل و متهم نگهبان زندان بوده. در محل کار و تحصیل آزار جنسی نباید نادیده گرفته بشه. شب‌ها امنیت برای زنان خیلی کمتره.,زن_زندگی_آزادی,"student108,ahmad21"
human_tehran,"Feb 22, 2026",بازداشت متهم خیره شدن جنسی در ایلام. حادثه پیش از ظهر در پارک شهر ایلام رخ داده. قربانی زن گزارش داده. در اماکن عمومی هیچ نظارتی نیست.,,
hasan835,"Jun 11, 2017",قربانی عکسبرداری ناخواسته در خیابان شهر استکهلم تعریف می‌کنه: ظهر حدود ساعت ۱۲ بودم که ناگهان مرد ناشناس... حتی روشنای روز هم جلوی آزار رو نمی‌گیره. مکان‌های عمومی شهر ناامن هستند. https://t.co/3d2c699,,
fatemeh1775,"Oct 01, 2023",ادعانامه علیه مسافر مرد که پیش از ظهر اتوبوس شهری کرج مرتکب نگاه خیره جنسی شده صادر شد. قربانی کودک بوده. فضای عمومی باید برای همه امن باشه. https://t.co/56c69dd,,
Jasminenmbd,"Oct 11, 2025",این احتمالا فیلم مزاحمت خیابانی که واسه چادری‌ها هم اتفاق میوفته حدود ساعت ۱۷,,
farhi127,"Jan 15, 2025",گزارش: نیمه‌شب حدود ساعت ۲۳ در محل سکونت شهر تهران حادثه متلک جنسی رخ داد. قربانی دختر و متهم شوهر بوده. آزار در فضای خانگی هم وجود داره. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. https://t.co/1257ffb,"آزار_کلامی,خشونت_خانگی",
farhi393,"Dec 07, 2018",کسی دیگه هم نیمه‌شب حدود ساعت ۲۳ تاکسی اصفهان اظهارنظر جنسی رو تجربه کرده؟ زن شاغلها شب‌ها امنیت برای زنان خیلی کمتره. فضای عمومی باید جدی‌تر گرفته بشه.,تاکسی_ناامن,
hope472,"Oct 11, 2022",کسی دیگه هم صبح درب مترو اهواز دنبال کردن رو تجربه کرده؟ دختر جوانها فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. فضای عمومی باید جدی‌تر گرفته بشه.,,
fatemeh904,"Jan 19, 2020",ادعانامه علیه راننده تاکسی که بعدازظهر در تاکسی آژانس شهر کرمانشاه مرتکب نگاه خیره جنسی شده صادر شد. قربانی زن بوده. در اماکن عمومی هیچ نظارتی نیست. https://t.co/3aacc18,,
light4560,"Sep 20, 2022",باز هم خبر اظهارنظر جنسی! این بار شب‌غروب حدود ساعت ۱۹ خیابان تهران. قربانی دختر بوده. شب‌ها امنیت برای زنان خیلی کمتره. تا کی فضای عمومی ناامن باشه؟,,"hossein6710,hossein4472"
BistVaYek,"Dec 26, 2021",فیلم #MA داستان زنی سیاهپوست،که در نوجوانی عاشق یک پسر سفیدپوست شده،مورد آزار جنسی و تحقیر پسر قرار می گیرد.با وجود فیلمنامه ضعیف و تدوین افتضاح به خصوص در سکانس های پایانی،ولی موضوع روانشناختی و انتقام گیری داستان با بازی عالی #OctaviaSpencer سبب شده فیلم باورپذیر و ترسناک باشد.,"MA,OctaviaSpencer",
farhi768,"Feb 27, 2023",پلیس از بازداشت متهم دنبال کردن زن خبر داد. حادثه شب‌غروب در پارک ملت شهر قم رخ داده. شب‌ها امنیت برای زنان خیلی کمتره.,زن_زندگی_آزادی,
mina394,"Apr 21, 2022",خبر: مشتری به اتهام متلک جنسی زن محل کار لندن بازداشت شد. ماجرا ساعت ۸ صبح اتفاق افتاده. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه. https://t.co/242d457,,
news1357,"May 24, 2022",روایتی از آزار جنسی کلامی در استکهلم: شب حدود ساعت ۲۱ بیمارستان استکهلم دختری مورد آزار قرار گرفت. شب وقت بیشترین گزارش‌های آزار جنسی هست. متهم هنوز دستگیر نشده.,آزار_بس,
right.hope,"Feb 13, 2024",روایتی از آزار جنسی فیزیکی در اصفهان: ساعت ۱۲ ظهر در پله‌برقی شهر اصفهان زن جوانی مورد آزار قرار گرفت. روزها هم آزار جنسی خیلی زیاده. متهم هنوز دستگیر نشده.,اصفهان,
ahmad538,"May 21, 2024",ادعانامه علیه مشتری مرد که شب‌غروب حدود ساعت ۱۹ در فروشگاه زنجان مرتکب متلک جنسی شده صادر شد. قربانی نوجوان بوده. مکان‌های عمومی شهر ناامن هستند.,,farsi6795
iran.zahra,"Nov 03, 2025",آمار نشان می‌دهد سوت زدن و متلک ظهر حدود ساعت ۱۲ مدرسه اصفهان بیشتر رخ می‌دهد. قربانیان عمدتاً مرد هستند. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. محیط کاری ناامن است.,,
light_hasan,"Jul 12, 2022",بیدار بشیم! شب حدود ساعت ۲۱ در منزل شهر تبریز زنی عکسبرداری ناخواسته شده. در تاریکی شب آزارگران جرأت بیشتری دارن. فضای خانگی ایمن نیست. https://t.co/55bf5fd,خشونت_خانگی,
BacheGorbe,"Dec 02, 2017",آمارهای خشونت علیه زنان در ایران «۶۶٪ زنان ایرانی از ابتدای زندگی مشترک، حداقل یک‌بار مورد خشونت قرار گرفته‌اند. بخش اعظم جامعه را زنانی تشکیل داده‌اند که هیچ از خود و حقوقشان نمی‌دانند و زن خوب بودن را در کدبانو بودن، شستن، پختن و بچه‌داری می‌دانند.» در برلین,,
AlirezaAshabi,"Sep 06, 2023",آزار جنسی در ایران اینترنشنال در سنندج,,
voice_mhd,"Apr 10, 2021",ساعت ۱۵ بعدازظهر مترو کرج آزار جنسی کلامی رو تجربه کردم. این بار شکایت کردم. روزها هم آزار جنسی خیلی زیاده.,آزار_جنسی,
ali566,"Mar 07, 2021",نمیدونم چی بگم. پیش از ظهر در خیابان امامت باکو مهاجم بهم نزدیک شدن ناخواسته کرد. در اماکن عمومی هیچ نظارتی نیست. روزها هم آزار جنسی خیلی زیاده.,خیابان_ناامن,
farsi5073,"Feb 17, 2019",فضای عمومی برای زنان ناامنه. همین ساعت ۱۹ شب‌غروب در پله‌برقی شهر تبریز زنی اظهارنظر جنسی شد. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه.,,
BakhshiZahra92,"Aug 22, 2022",حالا که حرف از امنیت زنان است؛ یادتان باشد «#مهدیه_اسفندیاری» از ۱۰ اسفند در سلول انفرادی فرانسه زندانی است و مجبور به کشف حجاب شده؛ نه به خواست خودش عصر در اهواز، بلکه به اجبار......))))) https://t.co/3xa3VSsSW0,مهدیه_اسفندیاری,
right674,"Dec 04, 2021",آمار نشان می‌دهد آزار جنسی فیزیکی عصر حدود ساعت ۱۷ تاکسی بی‌سیم بابل بیشتر رخ می‌دهد. قربانیان عمدتاً دختر جوان هستند. با شروع تاریکی امنیت کمتر میشه. فضای عمومی ناامن است.,,
narges43,"Jun 11, 2026",بازداشت متهم تماس فیزیکی ناخواسته در مونترال. حادثه صبح در در خانه شهر مونترال رخ داده. قربانی زن جوان گزارش داده. آزار در فضای خانگی هم وجود داره.,,
Arman95542735,"Jun 18, 2023","🚨 دشمنان ایران باز هم دست به فریب زدند! 🔻یک بلاگر لر با توهین به زنان و دختران لر و حتی اعتراف به تجاوز به ده‌ها دختر لر 🔸️حالا توسط شبکه‌های تفرقه‌افکن تطهیر می‌شود! 🔸️می‌خواهند ماجرا را به‌دروغ ""اعتراض به قطعی برق"" جا بزنند! هوشیار باشیم ✊ #لرستان #فریب در واگن مترو","لرستان,فریب",
parvin.farhi,"Mar 03, 2025",وقتی شب‌غروب در خیابان امامت شهر شیراز تماس فیزیکی ناخواسته اتفاق می‌افته و کسی واکنش نشون نمیده، شب‌ها امنیت برای زنان خیلی کمتره. همه مسئولیم فضای عمومی رو امن‌تر کنیم.,,"girl475,mina1469"
saeed.persian,"Oct 22, 2023",محیط کاری برای زنان ناامنه. همین پیش از ظهر حدود ساعت ۱۰ در شرکت شهر مشهد زن جوانی عکسبرداری ناخواسته شد. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,زن_زندگی_آزادی,"parvin74,news295"
Samira119436061,"Oct 06, 2022",این گزارش انواع مختلف آزار و خشونت جنسی از جمله آزار کلامی، تعرض شب در تهران در فروشگاه، تجاوز و تلاش برای تجاوز را شامل می‌شود. بررسی‌ها نشان می‌دهد بیش از ۹۰‌درصد قربانیان زنان هستند و سه‌چهارم آنها کمتر از ۳۰ سال دارند. #مهدیه_اسفندیاری,مهدیه_اسفندیاری,
workdayiti43891,"Dec 27, 2025",شجاعت این زن ستودنیه . تصویری کامل از خشونت علیه زنان رو نشون میده که همیشه سرکوب شده و نادیده گرفته شده حتی به خط قانون برای زنان اسیب دیده در قانون وجود نداره حدود ساعت ۱۷,,
ali.nazi,"Feb 07, 2019",باز هم خبر آزار در برابر جنسی! این بار ساعت ۱۹ شب‌غروب در خیابان جمهوری تهران. قربانی دختر بوده. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. تا کی فضای عمومی ناامن باشه؟,زن_زندگی_آزادی,"mina192,nazi9583"
report423,"Jan 11, 2026",گزارش: ظهر حدود ساعت ۱۲ تاکسی بی‌سیم همدان حادثه عکسبرداری ناخواسته رخ داد. قربانی کودک و متهم مسافر مرد بوده. مکان‌های عمومی شهر ناامن هستند. روزها هم آزار جنسی خیلی زیاده.,,
Sepanta121,"Mar 14, 2025",@darya_990 توی اون مسیری که یهویی واجب شده ، نمیشه با دستمالی چیزی کارو جمعش کنی موقت؟ یا مثلا یه بسته پد روزانه همیشه تو کیفتون باشه ... صبح زود,,darya_990
mina2022,"Mar 24, 2017",بر اساس گزارش‌ها، نزدیک شدن ناخواسته در اصفهان ساعت ۱۹ شب‌غروب در در پارک شاه‌گولی اصفهان رو به افزایش است. ساعات شب خطر آزار جنسی بالاتره. مکان‌های عمومی شهر ناامن هستند.,,
amir4310,"Aug 05, 2024",آمار نشان می‌دهد آزار جنسی کلامی ساعت ۱۵ بعدازظهر آسانسور مجتمع مشهد بیشتر رخ می‌دهد. قربانیان عمدتاً زن هستند. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. مکان نیمه‌عمومی ناامن است.,,
Future_BT_,"Dec 29, 2023",فاحشه مغز تو، درون تو، افکار و وجودِ توئه! فاحشه اونیه که واسه سکس با نوزاد احکام میذاره و تویی که مقلدشی و کارت بجایی رسیده که به آزار جنسی نوزاد هم فکر میکنی، قدرت نداری اون فاحشه درونت رو کنترل کنی! دختربچه گلوله خورد، ککت هم نگزید، ولی واسه مو و لباس حکم میدی، سینه چاک میکنی! حدود ساعت ۱۰,,
hra_news,"Sep 01, 2022",بنابر گزارش سالانه مرکز آمار مجموعه فعالان حقوق بشر در ایران، در سال ۲۰۲۵ در رسته حق آموزش و حقوق آکادمیک به‌عنوان بخشی از #حق_تحصیل، تعداد ۱۲۷ گزارش به ثبت رسیده است، که در مجموع شامل، ۱۵ مورد بازداشت، ۳ مورد ضرب و شتم، ۱ مورد ممانعت از تحصیل در مقطع تکمیلی است. علاوه بر این در تهران، ۱,حق_تحصیل,
maryam4634,"Dec 06, 2020",خبر: نگهبان به اتهام سوت زدن و متلک کودک استخر بوشهر بازداشت شد. ماجرا عصر حدود ساعت ۱۷ اتفاق افتاده. حتی در فضاهای نیمه‌عمومی امنیت نیست.,حقوق_زنان,
mina181,"Mar 22, 2023",نمیدونم چی بگم. ساعت ۱۵ بعدازظهر در بیمارستان شهر زنجان بیمار مرد بهم تهدید جنسی کرد. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,,
justice.parvin,"Dec 18, 2025",آمار متلک جنسی در تهران نگران‌کننده است. آخرین مورد بعدازظهر در پارک شهر تهران رخ داده. در ساعات روز هم این اتفاق‌ها میفته.,"آزار_کلامی,پارک_ناامن",
justice.mehdi,"Sep 13, 2026",بازداشت متهم عکسبرداری ناخواسته در اصفهان. حادثه پیش از ظهر حدود ساعت ۱۰ در اتوبوس اصفهان رخ داده. قربانی زن گزارش داده. در اماکن عمومی هیچ نظارتی نیست.,اصفهان,
hope9460,"Feb 17, 2018",نکنه من تنها کسی هستم که عصر در دانشگاه فردوسی شهر مشهد سوت زدن و متلک شده؟ با شروع تاریکی امنیت کمتر میشه. زن شاغلها باید قوی‌تر باشن.,"زن_زندگی_آزادی,آزار_دانشگاهی",
student1600,"Dec 17, 2025",#آزار_بس! شب حدود ساعت ۲۱ در پارک تهران دختری متلک جنسی شد. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. فضای عمومی باید امن‌تر بشه.,,
meti_mir,"Dec 27, 2018",خودتو به روانکاو نشون بده این یکی از نشانه های بارز آسیب دیدن آزار جنسی در کودکی است با ۳ جلسه تراپی حل می شه,,
sobheziba241908,"Nov 26, 2025",جهانیان باید بدانند: خشونت علیه زنان در ایران سیاست رسمی رژیم است در مشهد. #زن_مقاومت_آزادی #زنان_نیروی_تغییر,"زن_مقاومت_آزادی,زنان_نیروی_تغییر",
justice372,"Mar 02, 2017",جنبش علیه آزار جنسی فیزیکی: ساعت ۱۰ پیش از ظهر در اتوبوس یاسوج تجمعی برگزار شد. روزها هم آزار جنسی خیلی زیاده. فضای عمومی باید پایان داده بشه به این آزارها.,یاسوج,"obs414,mashhad547"
women4801,"May 08, 2023",هر روز ترس بیشتر. پیش از ظهر حدود ساعت ۱۰ در خیابان کرج تماس فیزیکی ناخواسته شدم. در ساعات روز هم این اتفاق‌ها میفته. در اماکن عمومی هیچ نظارتی نیست.,خیابان_ناامن,
hediekimiaee,"Apr 03, 2025",ششم فروردین‌، درگیری یک زن و شوهر در تهران بعد از چند ساعت به قتل زن از سوی همسرش منجر شد. مرد گفته «تازه از مسافرت شمال برگشته بودیم و همسرم اصرار داشت خانه را تمیز کند، اما من نمی‌خواستم در منزل، بعد از مشاجره گلویش را فشار دادم و دیدم نفس نمی‌کشد.» جمهوری‌اسلامی علاوه بر اینکه با,,
Arashk487821,"Jun 19, 2022",@saliteforever باید آمار بیاری وگرنه معلم زن زیادی هم هستن که به کودکان تجاوز کردند ولی آیا اکثر معلمان زن متجاوزن؟ مگه چند درصد از مردای امداد رسان توی ایران همچین کاری کردن؟ حالا بزار ما یه آمار تلخ درباره زنان بهت بگم صبح. ۵۰ درصد زنان آمریکا اعتراف کردند که سعی کردند دوست پسر دوستشون بدزدن!!,,saliteforever
hasan445,"Nov 17, 2024",پلیس از بازداشت متهم آزار جنسی فیزیکی زن خبر داد. حادثه شب در خیابان تهران رخ داده. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه.,خیابان_ناامن,
right507,"Aug 18, 2025",منابع امنیتی: عصر در پارک لاله شهر ارومیه زنی مورد آزار جنسی فیزیکی قرار گرفته. متهم دستگیر شده. با شروع تاریکی امنیت کمتر میشه.,"آزار_جنسی,پارک_ناامن",
voice2424,"Jul 23, 2021",دیروز ساعت ۱۵ بعدازظهر باشگاه مشهد مورد آزار جنسی کلامی قرار گرفتم. یک مرد ناشناس بدون هیچ ترس فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. تا کی باید تحمل کنیم؟,,
