Username,Date,Tweet Text,Hashtags,Mentions,Date_parsed,Year,Month,Day,Hour,DayOfWeek,WeekDayName,Season,YearMonth,Iran_Relevance,Event_Hour,Time_of_Day,Cities,Locations,Environment_Type,Harassment_Types,Emotions,Is_Victim_Blaming,Narrative_Type,Solutions,Inferred_Gender,Gender_Confidence,Men_Stance,Toxicity_Score_Original,Toxicity_Score
mohsen334,"Feb 09, 2026",صبح در مترو کرمانشاه تفقی رو تجربه کردم. حق ندارن به ما این‌طور کنند. در ساعات روز هم این اتفاق‌ها میفته.,,,2026-02-09,2026,2,9,0,0,Monday,Winter,2026-02,Iran,,Morning,"['Kermanshah', 'Kerman']",['Metro/Bus'],Transport,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Female,0.5,,0.0,0.0
AlipoorMoh6236,"May 09, 2022",@Banafsh1929 @aivuiran خانم عزیز هزاران مثل این دختر چه تو ایران و چه سرتاسر دنیا کشته میشن و در تنهایی بهشون تجاوز میشه من فقط دختران ایران و دختر کشور خودم برام مهمه و هر شب آرزوی آزادی کشورم از دست اهریمن دارم بقیه فدای سرم,,"Banafsh1929,aivuiran",2022-05-09,2022,5,9,0,0,Monday,Spring,2022-05,Iran,,Night,,['University'],Organizational,['Sexual Assault/Rape'],['Neutral'],False,First-person (Victim),,Male,0.9,Neutral/Unclassified,0.0,0.0
Joana_Taimasi,"Jan 27, 2024",پیام #نرگس_محمدی به دبیر کل سازمان ملل برای جرم انگاری آپارتاید جنسیت جناب آقای آنتونی گوترش دبیرکل محترم سازمان ملل متحد نمایندگان محترم کشورهای عضو سازمان ملل متحد شب، عالیجنابان   زمان آن فرا رسیده تا آپارتاید جنسیتی جرم‌انگاری شود.   دهه‌هاست که زیست زنان ایران در سایه حکومت https://t.co/ZK6InGB3dl,نرگس_محمدی,,2024-01-27,2024,1,27,0,5,Saturday,Winter,2024-01,Iran,,Night,,,Unknown,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,['International Pressure'],Male,0.7,Neutral/Unclassified,0.0,0.0
report801,"Jan 18, 2026",بیدار بشیم! صبح حدود ساعت ۸ در خیابان کرمانشاه دانشجوی آزار جنسی فیزیکی شده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. فضای عمومی ایمن نیست.,,"news439,mhd330",2026-01-18,2026,1,18,0,6,Sunday,Winter,2026-01,Iran,8.0,Morning,"['Kermanshah', 'Kerman']",['Street'],Public,['Unclassified'],['Neutral'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
sara978,"Feb 23, 2016",گزارش: ساعت ۱۹ شب‌غروب در لابی هتل شیراز حادثه دنبال کردن رخ داد. قربانی پسر و متهم مسافر مرد بوده. حتی در فضاهای نیمه‌عمومی امنیت نیست. در تاریکی شب آزارگران جرأت بیشتری دارن.,,,2016-02-23,2016,2,23,0,1,Tuesday,Winter,2016-02,Iran,19.0,Night,['Shiraz'],,Unknown,['Unclassified'],['Neutral'],False,News/Report,,Female,0.9,,0.0,0.0
human7454,"Aug 10, 2026",منابع امنیتی: بعدازظهر در سکوی مترو تبریز زنی مورد نزدیک شدن ناخواسته قرار گرفته. متهم دستگیر شده. روزها هم آزار جنسی خیلی زیاده.,,iran676,2026-08-10,2026,8,10,0,0,Monday,Summer,2026-08,Iran,,Afternoon,['Tabriz'],['Metro/Bus'],Transport,['Physical Harassment'],['Neutral'],False,News/Report,,Male,0.9,Neutral/Unclassified,0.0,0.0
JavidShah_III,"Sep 15, 2025",🚨تجاوز کنندگان #مسلمان به نوامیس ملت 👈بیماران جنسی توأم با ذهنی تروریستی و فقط و فقط به دنبال #تجاوز جنسی #تجاوز به فرزندان ایران زمین که در سال 1401 و در پی اعتراض به مرگ #مهسا_امینی شکل گرفت توسط تروریست‌های رژیم تروریستی جمهوری اسلامی و همین حرامزادگان صورت گرفت👇 https://t.co/e9LweQ06be شب,"مسلمان,تجاوز,تجاوز,مهسا_امینی",,2025-09-15,2025,9,15,0,0,Monday,Fall,2025-09,Iran,,Night,,['Prison'],Organizational,['Sexual Assault/Rape'],['Neutral'],False,Public Opinion/Reshare,['Social Media Campaign'],Female,0.5,,0.3,0.3
mina506,"Feb 14, 2017",خبر: مهاجم به اتهام آزار جنسی کلامی دختر جوان در پارک لاله ارومیه بازداشت شد. ماجرا پیش از ظهر حدود ساعت ۱۰ اتفاق افتاده. فضای عمومی باید برای همه امن باشه.,آزار_جنسی,,2017-02-14,2017,2,14,0,1,Tuesday,Winter,2017-02,Iran,10.0,Afternoon,['Urmia'],"['Park', 'Prison']",Public,['Unclassified'],['Neutral'],False,First-person (Victim),,Female,0.9,,0.0,0.0
zahra66,"Apr 18, 2025",آمار نشان می‌دهد اظهارنظر جنسی ظهر حدود ساعت ۱۲ در کلینیک خصوصی تهران بیشتر رخ می‌دهد. قربانیان عمدتاً زن هستند. در ساعات روز هم این اتفاق‌ها میفته. محیط کاری ناامن است.,,,2025-04-18,2025,4,18,0,4,Friday,Spring,2025-04,Iran,12.0,Afternoon,['Tehran'],['Hospital/Clinic'],Organizational,['Verbal Harassment'],['Fear'],False,First-person (Victim),,Female,0.9,,0.0,0.0
javadimr,"Jun 02, 2022",نیمی از زنان در ایران، تجربه اَشکالی از #آزار_جنسی را داشته‌اند (آمار ۱۳۹۵).اگر می‌بیند صدای زنان سینماگر بلند شده، چون شجاعت بیان این تجارب دردناک را پیدا کرده‌اند والا در تمام جامعه، زنان در معرض آزار جنسی هستندو متاسفانه سیستم بجای محافظت از زنان، آنها را کنترل می‌کند. #MeToo https://t.co/Rj1HpXDYXB,"آزار_جنسی,MeToo",,2022-06-02,2022,6,2,0,3,Thursday,Summer,2022-06,Iran,,,,,Unknown,['Unclassified'],['Sadness'],False,Public Opinion/Reshare,['Social Media Campaign'],Unknown,0.0,,0.05,0.05
obs2289,"Feb 26, 2019",ساعت ۱۰ پیش از ظهر مدرسه تبریز آزار جنسی فیزیکی رو تجربه کردم. من یه نوجوان عادی بودم که فقط می‌خواستم برم سر کارم. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته.,,,2019-02-26,2019,2,26,0,1,Tuesday,Winter,2019-02,Iran,10.0,Afternoon,['Tabriz'],['School'],Organizational,['Institutional Harassment'],['Neutral'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
fatemeh392,"Aug 23, 2022",کسی دیگه هم صبح حدود ساعت ۸ در خوابگاه دانشجویی اصفهان تجاوز جنسی رو تجربه کرده؟ دانشجوها حتی روشنای روز هم جلوی آزار رو نمی‌گیره. محیط کاری باید جدی‌تر گرفته بشه. https://t.co/c27213,,,2022-08-23,2022,8,23,0,1,Tuesday,Summer,2022-08,Iran,8.0,Morning,['Isfahan'],,Unknown,['Sexual Assault/Rape'],['Neutral'],False,Public Opinion/Reshare,,Female,0.9,,0.0,0.0
shirin6146,"Jul 11, 2024",وقتی بعدازظهر در بیمارستان شهر اهواز اظهارنظر جنسی اتفاق می‌افته و کسی واکنش نشون نمیده، حتی روشنای روز هم جلوی آزار رو نمی‌گیره. همه مسئولیم محیط کاری رو امن‌تر کنیم.,,,2024-07-11,2024,7,11,0,3,Thursday,Summer,2024-07,Iran,,Afternoon,['Ahvaz'],['Hospital/Clinic'],Organizational,['Verbal Harassment'],['Neutral'],False,Public Opinion/Reshare,,Unknown,0.0,,0.0,0.0
farhi2543,"Sep 04, 2026",باز هم خبر خیره شدن جنسی! این بار ظهر حدود ساعت ۱۲ در فروشگاه کرمانشاه. قربانی زن بوده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. تا کی فضای عمومی ناامن باشه؟,حقوق_زنان,,2026-09-04,2026,9,4,0,4,Friday,Fall,2026-09,Iran,12.0,Afternoon,"['Kermanshah', 'Kerman']",['Market'],Public,['Unclassified'],['Fear'],False,First-person (Victim),,Female,0.7,,0.0,0.0
right825,"Jun 24, 2023",ادعانامه علیه مرد ناشناس که ساعت ۸ صبح در ایستگاه اتوبوس شهر رشت مرتکب نزدیک شدن ناخواسته شده صادر شد. قربانی زن بوده. در اماکن عمومی هیچ نظارتی نیست.,زن_زندگی_آزادی,,2023-06-24,2023,6,24,0,5,Saturday,Summer,2023-06,Iran,8.0,Morning,['Rasht'],['Metro/Bus'],Transport,['Physical Harassment'],['Neutral'],False,Public Opinion/Reshare,['Security/CCTV'],Female,0.7,,0.0,0.0
justice750,"Aug 06, 2021",باز هم خبر اظهارنظر جنسی! این بار صبح حدود ساعت ۸ پله‌برقی تهران. قربانی زن بوده. در ساعات روز هم این اتفاق‌ها میفته. تا کی فضای عمومی ناامن باشه؟,امنیت_زنان,,2021-08-06,2021,8,6,0,4,Friday,Summer,2021-08,Iran,8.0,Morning,['Tehran'],,Unknown,['Verbal Harassment'],['Fear'],False,First-person (Victim),,Female,0.7,,0.0,0.0
hamid685,"Nov 11, 2018",منابع امنیتی: بعدازظهر حدود ساعت ۱۵ در فروشگاه کرج زن مسافری مورد نزدیک شدن ناخواسته قرار گرفته. متهم دستگیر شده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته.,حقوق_زنان,,2018-11-11,2018,11,11,0,6,Sunday,Fall,2018-11,Iran,15.0,Afternoon,['Karaj'],['Market'],Public,['Physical Harassment'],['Neutral'],False,News/Report,,Male,0.9,Neutral/Unclassified,0.0,0.0
narges.obs,"May 27, 2019",ادعانامه علیه همکار که نیمه‌شب در آپارتمان تهران مرتکب نگاه خیره جنسی شده صادر شد. قربانی زن بوده. حتی در خانه هم امنیت نیست. https://t.co/3546dd7,,,2019-05-27,2019,5,27,0,0,Monday,Spring,2019-05,Iran,,Night,['Tehran'],['Home'],Private,['Institutional Harassment'],['Neutral'],False,Public Opinion/Reshare,,Female,0.9,,0.0,0.0
zahra118,"Sep 21, 2019",تا کی باید فضای عمومی نگران امنیت باشیم؟ آخرین مورد: بعدازظهر در مترو مشهد کودکی آزار جنسی کلامی شده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. https://t.co/3e9a1a2,,"girl1703,free5497",2019-09-21,2019,9,21,0,5,Saturday,Fall,2019-09,Iran,,Afternoon,['Mashhad'],['Metro/Bus'],Transport,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Female,0.9,,0.0,0.0
iran5277,"Sep 17, 2022",پلیس از بازداشت متهم نزدیک شدن ناخواسته کودک خبر داد. حادثه ظهر در آسانسور شهر اصفهان رخ داده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,آزار_بس,voice22,2022-09-17,2022,9,17,0,5,Saturday,Fall,2022-09,Iran,,Afternoon,['Isfahan'],['Prison'],Organizational,['Physical Harassment'],['Neutral'],False,News/Report,['Security/CCTV'],Unknown,0.0,,0.0,0.0
farsi480,"Sep 08, 2026",واقعاً خسته شدم. صبح در اداره پلیس شهر لرستان بازم آزار جنسی فیزیکی شنیدم. زن جوان قربانی بوده. روزها هم آزار جنسی خیلی زیاده. محیط کاری اصلاً امن نیست.,زن_زندگی_آزادی,,2026-09-08,2026,9,8,0,1,Tuesday,Fall,2026-09,Iran,,Morning,['Lorestan'],['Workplace'],Organizational,['Unclassified'],['Neutral'],False,First-person (Victim),['Security/CCTV'],Female,0.7,,0.0,0.0
maryam864,"Apr 19, 2024",واقعاً خسته شدم. ظهر حدود ساعت ۱۲ در خیابان شهر تهران بازم نزدیک شدن ناخواسته شنیدم. زن مسافر قربانی بوده. روزها هم آزار جنسی خیلی زیاده. فضای عمومی اصلاً امن نیست.,آزار_بس,,2024-04-19,2024,4,19,0,4,Friday,Spring,2024-04,Iran,12.0,Afternoon,['Tehran'],['Street'],Public,['Physical Harassment'],['Neutral'],False,First-person (Victim),,Female,0.9,,0.0,0.0
Dr_FarmanFarma,"Sep 09, 2025",@diba_ramti10848 @Ebne_noah «سرزمین مادری» یعنی من فرزند زنان ایرانیِ اسیر و به غنیمت‌رفته و مورد تجاوز فاتحان هستم، وقتی خود را «#سید» هم بخوانی یعنی نه تنها درد مادر را تجربه نکردی که تجاوز را حق پدران خود دانسته و به آن مفتخری،ایران وطن ماست،نه غنیمت جنگی #سادات،این فقط در توهم نیست،اجندای حقوق ج،ا است حدود ساعت ۲۱ در لابی هتل,"سید,سادات","diba_ramti10848,Ebne_noah",2025-09-09,2025,9,9,0,1,Tuesday,Fall,2025-09,Iran,21.0,,,,Unknown,"['Sexual Assault/Rape', 'Domestic/Family Harassment']",['Sadness'],False,First-person (Victim),,Male,0.9,Empathy/Support,0.0,0.0
news7532,"Dec 12, 2024",بیدار بشیم! صبح حدود ساعت ۸ باشگاه زنجان دختری اظهارنظر جنسی شده. در ساعات روز هم این اتفاق‌ها میفته. مکان نیمه‌عمومی ایمن نیست.,زن_زندگی_آزادی,,2024-12-12,2024,12,12,0,3,Thursday,Winter,2024-12,Iran,8.0,Morning,['Zanjan'],,Unknown,['Verbal Harassment'],['Neutral'],False,First-person (Victim),,Female,0.7,,0.0,0.0
sharlot_boronze,"Dec 30, 2016",به گمونم اينم همون ماجراي خشونت عليه زنان و ايناست شب در همدان،با اينكه خيلي جاها هوامو داره ولي باور نميكنم هربار يادش بره چرا فقط من؟ چرا آقايون نه؟,,,2016-12-30,2016,12,30,0,4,Friday,Winter,2016-12,Iran,,Night,['Hamedan'],,Unknown,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Unknown,0.0,,0.0,0.0
girl7692,"Jun 01, 2017",جنبش علیه اظهارنظر جنسی: ساعت ۱۹ شب‌غروب در کافه شهر اصفهان تجمعی برگزار شد. ساعات شب خطر آزار جنسی بالاتره. فضای عمومی باید پایان داده بشه به این آزارها.,آزار_جنسی,,2017-06-01,2017,6,1,0,3,Thursday,Summer,2017-06,Iran,19.0,Night,['Isfahan'],,Unknown,['Verbal Harassment'],['Neutral'],False,Public Opinion/Reshare,,Female,0.9,,0.0,0.0
persian1635,"Jun 03, 2022",ادعانامه علیه مهاجم که نیمه‌شب حدود ساعت ۲۳ خیابان تبریز مرتکب تجاوز جنسی شده صادر شد. قربانی زن شاغل بوده. در اماکن عمومی هیچ نظارتی نیست.,"زن_زندگی_آزادی,خیابان_ناامن",,2022-06-03,2022,6,3,0,4,Friday,Summer,2022-06,Iran,23.0,Night,['Tabriz'],['Street'],Public,['Sexual Assault/Rape'],['Neutral'],False,Public Opinion/Reshare,['Security/CCTV'],Female,0.7,,0.0,0.0
reza9721,"May 20, 2017",خبر: گروهی از مردان به اتهام نگاه خیره جنسی کودک در پارک شهر اصفهان بازداشت شد. ماجرا ساعت ۱۹ شب‌غروب اتفاق افتاده. در اماکن عمومی هیچ نظارتی نیست.,,,2017-05-20,2017,5,20,0,5,Saturday,Spring,2017-05,Iran,19.0,Night,['Isfahan'],"['Park', 'Prison']",Public,['Unclassified'],['Neutral'],False,News/Report,['Security/CCTV'],Male,0.9,Neutral/Unclassified,0.0,0.0
justice2286,"Feb 25, 2022",نکنه من تنها کسی هستم که عصر حدود ساعت ۱۷ پارک ساری نگاه خیره جنسی شده؟ غروب وقت گذار بین امنیت روز و ناامنی شب. زنها باید قوی‌تر باشن.,"زن_زندگی_آزادی,ساری","sara405,girl495",2022-02-25,2022,2,25,0,4,Friday,Winter,2022-02,Iran,17.0,Evening,['Sari'],['Park'],Public,['Unclassified'],['Fear'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
ahmad5961,"Jul 08, 2019",قربانی عکسبرداری ناخواسته در پارک شهر همدان تعریف می‌کنه: ساعت ۱۷ عصر بودم که ناگهان مرد... غروب وقت گذار بین امنیت روز و ناامنی شب. فضای عمومی باید برای همه امن باشه.,آزار_جنسی,,2019-07-08,2019,7,8,0,0,Monday,Summer,2019-07,Iran,17.0,Evening,['Hamedan'],['Park'],Public,['Unclassified'],['Fear'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
girl913,"Oct 14, 2020",دادگاه: رئیس مرتکب نگاه خیره جنسی زن در شرکت شهر تهران شده. حادثه ساعت ۱۵ بعدازظهر بوده. محیط سازمانی باید امن‌تر بشه.,,"mehdi1274,mohsen9398",2020-10-14,2020,10,14,0,2,Wednesday,Fall,2020-10,Iran,15.0,Afternoon,['Tehran'],['Workplace'],Organizational,['Unclassified'],['Neutral'],False,News/Report,,Female,0.9,,0.0,0.0
life6375,"May 01, 2016",نمیدونم چی بگم. ساعت ۲۳ نیمه‌شب تاکسی بی‌سیم شیراز راننده تاکسی بهم تفقی کرد. فضای عمومی باید برای همه امن باشه. شب‌ها امنیت برای زنان خیلی کمتره.,,,2016-05-01,2016,5,1,0,6,Sunday,Spring,2016-05,Iran,23.0,Night,['Shiraz'],['Taxi'],Transport,['Unclassified'],['Neutral'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
mina9590,"Dec 09, 2021",وقتی بعدازظهر در صندلی عقب تاکسی شهر همدان نگاه خیره جنسی اتفاق می‌افته و کسی واکنش نشون نمیده، حتی روشنای روز هم جلوی آزار رو نمی‌گیره. همه مسئولیم فضای عمومی رو امن‌تر کنیم.,تاکسی_ناامن,,2021-12-09,2021,12,9,0,3,Thursday,Winter,2021-12,Iran,,Afternoon,['Hamedan'],['Taxi'],Transport,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Female,0.9,,0.0,0.0
iran661,"Mar 02, 2026",شاهد حادثه اظهارنظر جنسی در شرکت ارومیه بودم. صبح حدود ساعت ۸ نوجوانی کمک می‌خواست ولی... فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. محیط کاری باید تغییر کنه.,آزار_محل_کار,,2026-03-02,2026,3,2,0,0,Monday,Spring,2026-03,Iran,8.0,Morning,['Urmia'],['Workplace'],Organizational,['Verbal Harassment'],['Hope'],False,Public Opinion/Reshare,,Unknown,0.0,,0.0,0.0
light648,"Dec 13, 2018",دیروز صبح حدود ساعت ۸ در پارک کرج مورد اظهارنظر جنسی قرار گرفتم. یک مرد بدون هیچ ترس در ساعات روز هم این اتفاق‌ها میفته. تا کی باید تحمل کنیم؟,پارک_ناامن,mhd99,2018-12-13,2018,12,13,0,3,Thursday,Winter,2018-12,Iran,8.0,Morning,['Karaj'],['Park'],Public,['Verbal Harassment'],['Fear'],False,Public Opinion/Reshare,,Male,0.7,Neutral/Unclassified,0.0,0.0
obs8202,"Aug 14, 2022",منابع امنیتی: بعدازظهر حدود ساعت ۱۵ در سینما تهران دانشجوی مورد عکسبرداری ناخواسته قرار گرفته. متهم دستگیر شده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته.,,,2022-08-14,2022,8,14,0,6,Sunday,Summer,2022-08,Iran,15.0,Afternoon,['Tehran'],,Unknown,['Unclassified'],['Neutral'],False,News/Report,,Unknown,0.0,,0.0,0.0
watch5206,"Jun 05, 2024",واقعاً خسته شدم. ظهر حدود ساعت ۱۲ شرکت تبریز دوبار تماس فیزیکی ناخواسته شدم. در ساعات روز هم این اتفاق‌ها میفته. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه.,,girl5854,2024-06-05,2024,6,5,0,2,Wednesday,Summer,2024-06,Iran,12.0,Afternoon,['Tabriz'],['Workplace'],Organizational,['Physical Harassment'],['Neutral'],False,First-person (Victim),['Law Reform'],Unknown,0.0,,0.0,0.0
student673,"Nov 24, 2025",بازداشت متهم دنبال کردن در یزد. حادثه عصر حدود ساعت ۱۷ پارک ائل‌گلی یزد رخ داده. قربانی دختر گزارش داده. مکان‌های عمومی شهر ناامن هستند.,,"maryam64,narges4719",2025-11-24,2025,11,24,0,0,Monday,Fall,2025-11,Iran,17.0,Evening,['Yazd'],"['Park', 'Prison']",Public,['Unclassified'],['Fear'],False,News/Report,,Female,0.7,,0.0,0.0
right293,"May 17, 2025",نمیدونم چی بگم. بعدازظهر پارک گرگان نگهبان پارک بهم نزدیک شدن ناخواسته کرد. فضای عمومی باید برای همه امن باشه. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته.,گرگان,,2025-05-17,2025,5,17,0,5,Saturday,Spring,2025-05,Iran,,Afternoon,['Gorgan'],['Park'],Public,['Physical Harassment'],['Neutral'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
human669,"Apr 28, 2026",هر روز ترس بیشتر. بعدازظهر در باشگاه تبریز آزار جنسی فیزیکی شدم. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. مکان‌های نیمه‌عمومی هم ناامن هستند.,آزار_جنسی,,2026-04-28,2026,4,28,0,1,Tuesday,Spring,2026-04,Iran,,Afternoon,['Tabriz'],,Unknown,['Unclassified'],['Fear'],False,First-person (Victim),,Male,0.9,Neutral/Unclassified,0.0,0.0
maryam3290,"Feb 10, 2018",واقعاً خسته شدم. ظهر حدود ساعت ۱۲ در دفتر کار کرمان بازم آزار جنسی فیزیکی شنیدم. کودک قربانی بوده. در ساعات روز هم این اتفاق‌ها میفته. محیط کاری اصلاً امن نیست.,آزار_محل_کار,,2018-02-10,2018,2,10,0,5,Saturday,Winter,2018-02,Iran,12.0,Afternoon,['Kerman'],['Workplace'],Organizational,['Unclassified'],['Neutral'],False,First-person (Victim),,Female,0.9,,0.0,0.0
HashteSubhDaily,"Dec 24, 2025",مدت‌هاست گوش‌های ما به جیغ و فریاد زنی عادت کرده است که پنج سال است انواع ظلم و شکنجه را تحمل می‌کند. زهره زن جوانی است که پنج سال پیش، بنابر خواست خود و خانواده‌اش، تن به ازدواجی داد که از عواقب آن ناگاه بود در بوشهر. شوهرش مرد ظالمی است که به بهانه‌های مختلف او را شکنجه و لت‌وکوب می,,,2025-12-24,2025,12,24,0,2,Wednesday,Winter,2025-12,Iran,,,['Bushehr'],,Unknown,['Domestic/Family Harassment'],['Neutral'],False,Public Opinion/Reshare,,Female,0.7,,0.0,0.0
nazi226,"Apr 04, 2022",واقعاً متاسفم. بعدازظهر در اداره دولتی کرمان تفقی اتفاق افتاد و قربانی زن بود. روزها هم آزار جنسی خیلی زیاده. محیط سازمانی باید امن‌تر بشه.,کرمان,,2022-04-04,2022,4,4,0,0,Monday,Spring,2022-04,Iran,,Afternoon,['Kerman'],['Workplace'],Organizational,['Unclassified'],"['Sadness', 'Empathy']",False,Public Opinion/Reshare,,Female,0.7,,0.05,0.05
iran1706,"Jan 23, 2025",روایتی از آزار جنسی کلامی در تهران: صبح در پارک تهران زنی مورد آزار قرار گرفت. روزها هم آزار جنسی خیلی زیاده. متهم هنوز دستگیر نشده.,"آزار_جنسی,پارک_ناامن",,2025-01-23,2025,1,23,0,3,Thursday,Winter,2025-01,Iran,,Morning,['Tehran'],['Park'],Public,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Female,0.7,,0.0,0.0
news3760,"Sep 17, 2026",خبر: مرد به اتهام آزار جنسی کلامی زن در پارک شهر شیراز بازداشت شد. ماجرا عصر حدود ساعت ۱۷ اتفاق افتاده. در اماکن عمومی هیچ نظارتی نیست.,"زن_زندگی_آزادی,پارک_ناامن",,2026-09-17,2026,9,17,0,3,Thursday,Fall,2026-09,Iran,17.0,Evening,['Shiraz'],"['Park', 'Prison']",Public,['Unclassified'],['Neutral'],False,News/Report,['Security/CCTV'],Female,0.7,,0.0,0.0
obs.mina,"Nov 16, 2017",نمیدونم چی بگم. شب‌غروب در پارک دانشجو زاهدان گروهی از مردان بهم تفقی کرد. فضای عمومی باید برای همه امن باشه. شب وقت بیشترین گزارش‌های آزار جنسی هست.,,,2017-11-16,2017,11,16,0,3,Thursday,Fall,2017-11,Iran,,Night,['Zahedan'],['Park'],Public,['Unclassified'],['Neutral'],False,News/Report,,Female,0.9,,0.0,0.0
farhi_life,"Dec 03, 2020",شاهد حادثه تماس فیزیکی ناخواسته در شرکت ساری بودم. ساعت ۱۰ پیش از ظهر دختری کمک می‌خواست ولی... روزها هم آزار جنسی خیلی زیاده. محیط کاری باید تغییر کنه.,ساری,,2020-12-03,2020,12,3,0,3,Thursday,Winter,2020-12,Iran,10.0,Afternoon,['Sari'],['Workplace'],Organizational,['Physical Harassment'],['Hope'],False,Public Opinion/Reshare,,Female,0.7,,0.0,0.0
persian791,"Feb 01, 2026",گزارش: ساعت ۱۷ عصر در بازار بزرگ شهر رشت حادثه تماس فیزیکی ناخواسته رخ داد. قربانی زن و متهم مشتری مرد بوده. فضای عمومی باید برای همه امن باشه. با شروع تاریکی امنیت کمتر میشه. https://t.co/23d11b2,زن_زندگی_آزادی,,2026-02-01,2026,2,1,0,6,Sunday,Winter,2026-02,Iran,17.0,Evening,['Rasht'],['Market'],Public,['Physical Harassment'],['Neutral'],False,News/Report,,Female,0.7,,0.0,0.0
parvin_justice,"Mar 11, 2019",قربانی متلک جنسی در ایستگاه اتوبوس شهر سمنان تعریف می‌کنه: ساعت ۱۲ ظهر بودم که ناگهان مسافر مرد... در ساعات روز هم این اتفاق‌ها میفته. مکان‌های عمومی شهر ناامن هستند.,سمنان,,2019-03-11,2019,3,11,0,0,Monday,Spring,2019-03,Iran,12.0,Afternoon,,['Metro/Bus'],Transport,['Verbal Harassment'],['Fear'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
justice4985,"Nov 06, 2022",دیروز پیش از ظهر واگن مترو زاهدان مورد آزار جنسی فیزیکی قرار گرفتم. یک مرد ناشناس بدون هیچ ترس روزها هم آزار جنسی خیلی زیاده. تا کی باید تحمل کنیم؟,آزار_جنسی,"fatemeh532,women5771",2022-11-06,2022,11,6,0,6,Sunday,Fall,2022-11,Iran,,Afternoon,['Zahedan'],['Metro/Bus'],Transport,['Unclassified'],['Fear'],False,Public Opinion/Reshare,,Male,0.7,Neutral/Unclassified,0.0,0.0
parvin495,"Nov 28, 2025",آمار تماس فیزیکی ناخواسته در تبریز نگران‌کننده است. آخرین مورد ساعت ۲۱ شب در کافه شهر تبریز رخ داده. شب وقت بیشترین گزارش‌های آزار جنسی هست.,آزار_جنسی,,2025-11-28,2025,11,28,0,4,Friday,Fall,2025-11,Iran,21.0,Night,['Tabriz'],,Unknown,['Physical Harassment'],['Neutral'],False,News/Report,,Unknown,0.0,,0.0,0.0
hope8333,"Jan 20, 2022",تا کی باید محیط کاری نگران امنیت باشیم؟ آخرین مورد: بعدازظهر حدود ساعت ۱۵ در دانشگاه شهر مشهد دانشجوی تماس فیزیکی ناخواسته شده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,آزار_دانشگاهی,hossein30,2022-01-20,2022,1,20,0,3,Thursday,Winter,2022-01,Iran,15.0,Afternoon,['Mashhad'],['University'],Organizational,"['Physical Harassment', 'Institutional Harassment']",['Neutral'],False,Public Opinion/Reshare,,Unknown,0.0,,0.0,0.0
narges793,"Oct 11, 2022",آمار آزار جنسی فیزیکی در تهران نگران‌کننده است. آخرین مورد پیش از ظهر حدود ساعت ۱۰ آسانسور تهران رخ داده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,,,2022-10-11,2022,10,11,0,1,Tuesday,Fall,2022-10,Iran,10.0,Afternoon,['Tehran'],,Unknown,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Female,0.9,,0.0,0.0
light2007,"Nov 19, 2024",خبر: نگهبان به اتهام آزار جنسی کلامی زن مسجد زنجان بازداشت شد. ماجرا صبح حدود ساعت ۸ اتفاق افتاده. مکان‌های عمومی شهر ناامن هستند.,زنجان,,2024-11-19,2024,11,19,0,1,Tuesday,Fall,2024-11,Iran,8.0,Morning,['Zanjan'],['Prison'],Organizational,['Unclassified'],['Fear'],False,First-person (Victim),,Female,0.7,,0.0,0.0
nazi671,"Dec 09, 2026",شکایت کودک از مسافر مرد به اتهام آزار جنسی کلامی در تاکسی بی‌سیم یزد ثبت شد. ماجرا شب رخ داده. در اماکن عمومی هیچ نظارتی نیست.,تاکسی_ناامن,,2026-12-09,2026,12,9,0,2,Wednesday,Winter,2026-12,Iran,,Night,['Yazd'],['Taxi'],Transport,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,['Security/CCTV'],Male,0.7,Neutral/Unclassified,0.0,0.0
