Username,Date,Tweet Text,Hashtags,Mentions,Date_parsed,Year,Month,Day,Hour,DayOfWeek,WeekDayName,Season,YearMonth,Iran_Relevance
Samira119436061,"Mar 16, 2022",وزارت کشور فرانسه می‌گوید، خشونت‌های خانگی به ویژه در مورد تجاوز جنسی کمتر با شکایت قربانیان همراه بوده است. به گفته این وزارتخانه بین سال‌های ۲۰۱۱ تا ۲۰۱۸ در مترو، تنها ۲۷‌درصد از قربانیان خشونت‌های خانگی به طور متوسط دست به شکایات رسمی زده‌اند. #مهدیه_اسفندیاری,مهدیه_اسفندیاری,,2022-03-16,2022,3,16,0,2,Wednesday,Spring,2022-03,Foreign
reza3172,"Mar 22, 2018",پلیس از بازداشت متهم تماس فیزیکی ناخواسته دختر خبر داد. حادثه پیش از ظهر حدود ساعت ۱۰ در خیابان ارومیه رخ داده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,,,2018-03-22,2018,3,22,0,3,Thursday,Spring,2018-03,Iran
manam_khoda,"Aug 07, 2023",۸- زنان آگاه ایران که دهه‌ها تحت فشار روانی و فیزیکی بوده‌اند، هدف اصلی این تحقیر سیستماتیک هستند. سیستم می‌خواهد آن‌ها را چنان تشنه‌ی حقوق اولیه نگه دارد که با دیدن یک «اعتراض نمایشی» از سوی مهره‌های حکومتی، به وجد بیایند و دنباله‌روی همان‌ها شوند.,,,2023-08-07,2023,8,7,0,0,Monday,Summer,2023-08,Iran
obs874,"Aug 21, 2025",قربانی متلک جنسی در خیابان اصفهان تعریف می‌کنه: ساعت ۱۹ شب‌غروب بودم که ناگهان مرد... شب وقت بیشترین گزارش‌های آزار جنسی هست. در اماکن عمومی هیچ نظارتی نیست.,,,2025-08-21,2025,8,21,0,3,Thursday,Summer,2025-08,Iran
narges448,"Jun 18, 2021",ادعانامه علیه مأمور که صبح کلانتری مشهد مرتکب آزار جنسی فیزیکی شده صادر شد. قربانی زن بوده. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه.,زن_زندگی_آزادی,,2021-06-18,2021,6,18,0,4,Friday,Summer,2021-06,Iran
nazi590,"Nov 17, 2022",فضای عمومی برای زنان ناامنه. همین عصر در تاکسی شهر لرستان زنی نزدیک شدن ناخواسته شد. با شروع تاریکی امنیت کمتر میشه.,لرستان,,2022-11-17,2022,11,17,0,3,Thursday,Fall,2022-11,Iran
maryam7231,"May 14, 2022",فضای عمومی برای زنان ناامنه. همین ظهر در واگن مترو شهر پاریس زنی دنبال کردن شد. در ساعات روز هم این اتفاق‌ها میفته.,,,2022-05-14,2022,5,14,0,5,Saturday,Spring,2022-05,Ambiguous
right1575,"Dec 22, 2025",دیروز بعدازظهر در پارک لرستان مورد نزدیک شدن ناخواسته قرار گرفتم. یک نگهبان پارک بدون هیچ ترس در ساعات روز هم این اتفاق‌ها میفته. تا کی باید تحمل کنیم؟,"پارک_ناامن,لرستان",,2025-12-22,2025,12,22,0,0,Monday,Winter,2025-12,Iran
mehdi954,"Aug 18, 2019",بیدار بشیم! شب‌غروب فروشگاه تهران زنی نزدیک شدن ناخواسته شده. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. فضای عمومی ایمن نیست.,,,2019-08-18,2019,8,18,0,6,Sunday,Summer,2019-08,Iran
hossein300,"Jan 22, 2022",نکنه من تنها کسی هستم که صبح در مدرسه تبریز تجاوز جنسی شده؟ روزها هم آزار جنسی خیلی زیاده. دانشجوها باید قوی‌تر باشن.,آزار_مدرسه,,2022-01-22,2022,1,22,0,5,Saturday,Winter,2022-01,Iran
ali1331,"Feb 05, 2022",بازداشت متهم آزار جنسی فیزیکی در کرج. حادثه نیمه‌شب در خیابان شهر کرج رخ داده. قربانی دختر گزارش داده. فضای عمومی باید برای همه امن باشه.,,,2022-02-05,2022,2,5,0,5,Saturday,Winter,2022-02,Iran
alirezasaatch,"Dec 14, 2022",@Mooka_mn دوست دختر= دستمالی کردن زن آینده مردم شب‌غروب,,Mooka_mn,2022-12-14,2022,12,14,0,2,Wednesday,Winter,2022-12,Ambiguous
free5173,"Aug 23, 2019",واقعاً خسته شدم. شب در پارک ملت تهران دوبار متلک جنسی شدم. در تاریکی شب آزارگران جرأت بیشتری دارن. در اماکن عمومی هیچ نظارتی نیست.,پارک_ناامن,"right.hasan,maryam990",2019-08-23,2019,8,23,0,4,Friday,Summer,2019-08,Iran
hope5284,"Jun 27, 2024",قربانی آزار جنسی کلامی پیاده‌رو رشت تعریف می‌کنه: عصر بودم که ناگهان مرد ناشناس... با شروع تاریکی امنیت کمتر میشه. در اماکن عمومی هیچ نظارتی نیست.,خیابان_ناامن,,2024-06-27,2024,6,27,0,3,Thursday,Summer,2024-06,Iran
girl507,"Dec 16, 2022",محیط کاری برای زنان ناامنه. همین ساعت ۲۱ شب در درمانگاه قزوین زن جوانی سوت زدن و متلک شد. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه.,آزار_کلامی,,2022-12-16,2022,12,16,0,4,Friday,Winter,2022-12,Iran
reza4681,"Nov 01, 2018",نمیدونم چی بگم. شب‌غروب در خیابان شهر تهران موتورسوار بهم نگاه خیره جنسی کرد. مکان‌های عمومی شهر ناامن هستند. ساعات شب خطر آزار جنسی بالاتره.,خیابان_ناامن,,2018-11-01,2018,11,1,0,3,Thursday,Fall,2018-11,Iran
zahra292,"Dec 14, 2023",واقعاً متاسفم. ساعت ۱۰ پیش از ظهر در مدرسه شیراز تماس فیزیکی ناخواسته اتفاق افتاد و قربانی دختر بود. روزها هم آزار جنسی خیلی زیاده. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه.,,,2023-12-14,2023,12,14,0,3,Thursday,Winter,2023-12,Iran
voice814,"Jun 12, 2026",منابع امنیتی: شب‌غروب حدود ساعت ۱۹ در ایستگاه اتوبوس شهر تهران نوجوانی مورد تجاوز جنسی قرار گرفته. متهم دستگیر شده. شب وقت بیشترین گزارش‌های آزار جنسی هست.,تهران,,2026-06-12,2026,6,12,0,4,Friday,Summer,2026-06,Iran
maryam598,"Jan 12, 2018",خبر: مأمور به اتهام متلک جنسی زن در مسجد محله شهر برمپتون کانادا بازداشت شد. ماجرا صبح حدود ساعت ۸ اتفاق افتاده. فضای عمومی باید برای همه امن باشه.,,,2018-01-12,2018,1,12,0,4,Friday,Winter,2018-01,Foreign
watch482,"May 02, 2023",جنبش علیه آزار جنسی فیزیکی: پیش از ظهر در مدرسه شیراز تجمعی برگزار شد. روزها هم آزار جنسی خیلی زیاده. محیط کاری باید پایان داده بشه به این آزارها.,,,2023-05-02,2023,5,2,0,1,Tuesday,Spring,2023-05,Iran
behtarin1760,"Jun 06, 2025",جنجال‌ها بر سر خشونت علیه زنان از هفتهٔ پیش با پخش تیزری از این سریال آغاز شد و دیروز با اظهارات ناگهانی و بسیار مشکوک نیروی انتظامی دربارهٔ قتل #الهه_حسین_نژاد به اوج رسید. اما دیروز و با پخش قسمتِ جدید، شاهد گفتگوی گرم و صمیمی این دو بازیگر بودیم به نحوی که بازیگر زن (ترانه)،/۱ https://t.co/9SViIGOBpo در پارک,الهه_حسین_نژاد,,2025-06-06,2025,6,6,0,4,Friday,Summer,2025-06,Ambiguous
report279,"Apr 12, 2023",دیروز شب تاکسی بی‌سیم رشت مورد نگاه خیره جنسی قرار گرفتم. یک مسافر مرد بدون هیچ ترس ساعات شب خطر آزار جنسی بالاتره. تا کی باید تحمل کنیم؟,زن_زندگی_آزادی,,2023-04-12,2023,4,12,0,2,Wednesday,Spring,2023-04,Iran
report130,"Jan 01, 2025",دادگاه: مشتری مرد مرتکب آزار جنسی فیزیکی دختر در رستوران شهر اهواز شده. حادثه شب بوده. فضای عمومی باید برای همه امن باشه.,آزار_جنسی,,2025-01-01,2025,1,1,0,2,Wednesday,Winter,2025-01,Iran
EPDAfghanistan,"Dec 30, 2016",نهاد برابری برای صلح و دموکراسی به تعقیب سلسله ترینینگ های آموزشی به هدف آگاهی دهی عامه و کاهش خشونت علیه زنان به...,,,2016-12-30,2016,12,30,0,4,Friday,Winter,2016-12,Ambiguous
mehdi708,"Mar 16, 2022",نمیدونم چی بگم. شب حدود ساعت ۲۱ منزل خمینی‌شهر شوهر بهم تماس فیزیکی ناخواسته کرد. آزار در فضای خانگی هم وجود داره. ساعات شب خطر آزار جنسی بالاتره.,آزار_جنسی,"sara1204,news.zahra",2022-03-16,2022,3,16,0,2,Wednesday,Spring,2022-03,Ambiguous
tehran_farsi,"Dec 23, 2025",روایتی از آزار در برابر جنسی در تهران: صبح مدرسه تهران زن جوانی مورد آزار قرار گرفت. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. متهم هنوز دستگیر نشده.,زن_زندگی_آزادی,,2025-12-23,2025,12,23,0,1,Tuesday,Winter,2025-12,Iran
news637,"Aug 17, 2024",دادگاه: مشتری مرد مرتکب تهدید جنسی دانشجو رستوران قم شده. حادثه شب حدود ساعت ۲۱ بوده. مکان‌های عمومی شهر ناامن هستند.,,,2024-08-17,2024,8,17,0,5,Saturday,Summer,2024-08,Iran
mashhad3490,"May 27, 2023",آمار نشان می‌دهد متلک جنسی ساعت ۱۵ بعدازظهر در فروشگاه شهر زاهدان بیشتر رخ می‌دهد. قربانیان عمدتاً زن هستند. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. فضای عمومی ناامن است.,,,2023-05-27,2023,5,27,0,5,Saturday,Spring,2023-05,Iran
obs1622,"Jun 22, 2022",واقعاً خسته شدم. صبح در کلانتری زنجان دوبار عکسبرداری ناخواسته شدم. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. محیط سازمانی باید امن‌تر بشه.,زنجان,,2022-06-22,2022,6,22,0,2,Wednesday,Summer,2022-06,Iran
girl377,"Jan 26, 2025",تا کی باید فضای عمومی نگران امنیت باشیم؟ آخرین مورد: شب پارک ائل‌گلی کاشان دختری متلک جنسی شده. شب‌ها امنیت برای زنان خیلی کمتره.,زن_زندگی_آزادی,iran2846,2025-01-26,2025,1,26,0,6,Sunday,Winter,2025-01,Iran
hossein874,"Dec 16, 2025",حکم محکومیت نگهبان پارک به جرم آزار جنسی کلامی کودک صادر شد. حادثه پیش از ظهر در پارک اصفهان رخ داده. در اماکن عمومی هیچ نظارتی نیست.,پارک_ناامن,,2025-12-16,2025,12,16,0,1,Tuesday,Winter,2025-12,Iran
watch424,"Jul 24, 2023",منابع امنیتی: پیش از ظهر در پارک ساعی شهر باکو زنی مورد آزار جنسی فیزیکی قرار گرفته. متهم دستگیر شده. در ساعات روز هم این اتفاق‌ها میفته.,آزار_جنسی,,2023-07-24,2023,7,24,0,0,Monday,Summer,2023-07,Ambiguous
yeganeh480,"Mar 25, 2022",@SaeedJafarian مقاومت زنان وقتی نتیجه میده که همه زنها بدون ترس از تجاوز  در اهواز، به قتل رسیدن و اسیدپاشی در کل ایران با پوشش دلخواهشون بیان بیرون. و این اتفاق فقط با مرگ همه آخوندا میوفته,,SaeedJafarian,2022-03-25,2022,3,25,0,4,Friday,Spring,2022-03,Iran
human409,"Jun 15, 2023",گزارش: ساعت ۲ ساعات پایانی شب در بند زنان شهر ساری حادثه خیره شدن جنسی رخ داد. قربانی زن شاغل و متهم نگهبان زندان بوده. در محل کار و تحصیل آزار جنسی نباید نادیده گرفته بشه. شب‌ها امنیت برای زنان خیلی کمتره.,زن_زندگی_آزادی,"student108,ahmad21",2023-06-15,2023,6,15,0,3,Thursday,Summer,2023-06,Iran
human_tehran,"Feb 22, 2026",بازداشت متهم خیره شدن جنسی در ایلام. حادثه پیش از ظهر در پارک شهر ایلام رخ داده. قربانی زن گزارش داده. در اماکن عمومی هیچ نظارتی نیست.,,,2026-02-22,2026,2,22,0,6,Sunday,Winter,2026-02,Iran
hasan835,"Jun 11, 2017",قربانی عکسبرداری ناخواسته در خیابان شهر استکهلم تعریف می‌کنه: ظهر حدود ساعت ۱۲ بودم که ناگهان مرد ناشناس... حتی روشنای روز هم جلوی آزار رو نمی‌گیره. مکان‌های عمومی شهر ناامن هستند. https://t.co/3d2c699,,,2017-06-11,2017,6,11,0,6,Sunday,Summer,2017-06,Ambiguous
fatemeh1775,"Oct 01, 2023",ادعانامه علیه مسافر مرد که پیش از ظهر اتوبوس شهری کرج مرتکب نگاه خیره جنسی شده صادر شد. قربانی کودک بوده. فضای عمومی باید برای همه امن باشه. https://t.co/56c69dd,,,2023-10-01,2023,10,1,0,6,Sunday,Fall,2023-10,Iran
Jasminenmbd,"Oct 11, 2025",این احتمالا فیلم مزاحمت خیابانی که واسه چادری‌ها هم اتفاق میوفته حدود ساعت ۱۷,,,2025-10-11,2025,10,11,0,5,Saturday,Fall,2025-10,Ambiguous
farhi127,"Jan 15, 2025",گزارش: نیمه‌شب حدود ساعت ۲۳ در محل سکونت شهر تهران حادثه متلک جنسی رخ داد. قربانی دختر و متهم شوهر بوده. آزار در فضای خانگی هم وجود داره. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. https://t.co/1257ffb,"آزار_کلامی,خشونت_خانگی",,2025-01-15,2025,1,15,0,2,Wednesday,Winter,2025-01,Iran
farhi393,"Dec 07, 2018",کسی دیگه هم نیمه‌شب حدود ساعت ۲۳ تاکسی اصفهان اظهارنظر جنسی رو تجربه کرده؟ زن شاغلها شب‌ها امنیت برای زنان خیلی کمتره. فضای عمومی باید جدی‌تر گرفته بشه.,تاکسی_ناامن,,2018-12-07,2018,12,7,0,4,Friday,Winter,2018-12,Iran
hope472,"Oct 11, 2022",کسی دیگه هم صبح درب مترو اهواز دنبال کردن رو تجربه کرده؟ دختر جوانها فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. فضای عمومی باید جدی‌تر گرفته بشه.,,,2022-10-11,2022,10,11,0,1,Tuesday,Fall,2022-10,Iran
fatemeh904,"Jan 19, 2020",ادعانامه علیه راننده تاکسی که بعدازظهر در تاکسی آژانس شهر کرمانشاه مرتکب نگاه خیره جنسی شده صادر شد. قربانی زن بوده. در اماکن عمومی هیچ نظارتی نیست. https://t.co/3aacc18,,,2020-01-19,2020,1,19,0,6,Sunday,Winter,2020-01,Iran
light4560,"Sep 20, 2022",باز هم خبر اظهارنظر جنسی! این بار شب‌غروب حدود ساعت ۱۹ خیابان تهران. قربانی دختر بوده. شب‌ها امنیت برای زنان خیلی کمتره. تا کی فضای عمومی ناامن باشه؟,,"hossein6710,hossein4472",2022-09-20,2022,9,20,0,1,Tuesday,Fall,2022-09,Iran
BistVaYek,"Dec 26, 2021",فیلم #MA داستان زنی سیاهپوست،که در نوجوانی عاشق یک پسر سفیدپوست شده،مورد آزار جنسی و تحقیر پسر قرار می گیرد.با وجود فیلمنامه ضعیف و تدوین افتضاح به خصوص در سکانس های پایانی،ولی موضوع روانشناختی و انتقام گیری داستان با بازی عالی #OctaviaSpencer سبب شده فیلم باورپذیر و ترسناک باشد.,"MA,OctaviaSpencer",,2021-12-26,2021,12,26,0,6,Sunday,Winter,2021-12,Ambiguous
farhi768,"Feb 27, 2023",پلیس از بازداشت متهم دنبال کردن زن خبر داد. حادثه شب‌غروب در پارک ملت شهر قم رخ داده. شب‌ها امنیت برای زنان خیلی کمتره.,زن_زندگی_آزادی,,2023-02-27,2023,2,27,0,0,Monday,Winter,2023-02,Iran
mina394,"Apr 21, 2022",خبر: مشتری به اتهام متلک جنسی زن محل کار لندن بازداشت شد. ماجرا ساعت ۸ صبح اتفاق افتاده. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه. https://t.co/242d457,,,2022-04-21,2022,4,21,0,3,Thursday,Spring,2022-04,Ambiguous
news1357,"May 24, 2022",روایتی از آزار جنسی کلامی در استکهلم: شب حدود ساعت ۲۱ بیمارستان استکهلم دختری مورد آزار قرار گرفت. شب وقت بیشترین گزارش‌های آزار جنسی هست. متهم هنوز دستگیر نشده.,آزار_بس,,2022-05-24,2022,5,24,0,1,Tuesday,Spring,2022-05,Ambiguous
right.hope,"Feb 13, 2024",روایتی از آزار جنسی فیزیکی در اصفهان: ساعت ۱۲ ظهر در پله‌برقی شهر اصفهان زن جوانی مورد آزار قرار گرفت. روزها هم آزار جنسی خیلی زیاده. متهم هنوز دستگیر نشده.,اصفهان,,2024-02-13,2024,2,13,0,1,Tuesday,Winter,2024-02,Iran
ahmad538,"May 21, 2024",ادعانامه علیه مشتری مرد که شب‌غروب حدود ساعت ۱۹ در فروشگاه زنجان مرتکب متلک جنسی شده صادر شد. قربانی نوجوان بوده. مکان‌های عمومی شهر ناامن هستند.,,farsi6795,2024-05-21,2024,5,21,0,1,Tuesday,Spring,2024-05,Iran
iran.zahra,"Nov 03, 2025",آمار نشان می‌دهد سوت زدن و متلک ظهر حدود ساعت ۱۲ مدرسه اصفهان بیشتر رخ می‌دهد. قربانیان عمدتاً مرد هستند. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. محیط کاری ناامن است.,,,2025-11-03,2025,11,3,0,0,Monday,Fall,2025-11,Iran
light_hasan,"Jul 12, 2022",بیدار بشیم! شب حدود ساعت ۲۱ در منزل شهر تبریز زنی عکسبرداری ناخواسته شده. در تاریکی شب آزارگران جرأت بیشتری دارن. فضای خانگی ایمن نیست. https://t.co/55bf5fd,خشونت_خانگی,,2022-07-12,2022,7,12,0,1,Tuesday,Summer,2022-07,Iran
BacheGorbe,"Dec 02, 2017",آمارهای خشونت علیه زنان در ایران «۶۶٪ زنان ایرانی از ابتدای زندگی مشترک، حداقل یک‌بار مورد خشونت قرار گرفته‌اند. بخش اعظم جامعه را زنانی تشکیل داده‌اند که هیچ از خود و حقوقشان نمی‌دانند و زن خوب بودن را در کدبانو بودن، شستن، پختن و بچه‌داری می‌دانند.» در برلین,,,2017-12-02,2017,12,2,0,5,Saturday,Winter,2017-12,Iran
AlirezaAshabi,"Sep 06, 2023",آزار جنسی در ایران اینترنشنال در سنندج,,,2023-09-06,2023,9,6,0,2,Wednesday,Fall,2023-09,Iran
voice_mhd,"Apr 10, 2021",ساعت ۱۵ بعدازظهر مترو کرج آزار جنسی کلامی رو تجربه کردم. این بار شکایت کردم. روزها هم آزار جنسی خیلی زیاده.,آزار_جنسی,,2021-04-10,2021,4,10,0,5,Saturday,Spring,2021-04,Iran
ali566,"Mar 07, 2021",نمیدونم چی بگم. پیش از ظهر در خیابان امامت باکو مهاجم بهم نزدیک شدن ناخواسته کرد. در اماکن عمومی هیچ نظارتی نیست. روزها هم آزار جنسی خیلی زیاده.,خیابان_ناامن,,2021-03-07,2021,3,7,0,6,Sunday,Spring,2021-03,Ambiguous
farsi5073,"Feb 17, 2019",فضای عمومی برای زنان ناامنه. همین ساعت ۱۹ شب‌غروب در پله‌برقی شهر تبریز زنی اظهارنظر جنسی شد. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه.,,,2019-02-17,2019,2,17,0,6,Sunday,Winter,2019-02,Iran
BakhshiZahra92,"Aug 22, 2022",حالا که حرف از امنیت زنان است؛ یادتان باشد «#مهدیه_اسفندیاری» از ۱۰ اسفند در سلول انفرادی فرانسه زندانی است و مجبور به کشف حجاب شده؛ نه به خواست خودش عصر در اهواز، بلکه به اجبار......))))) https://t.co/3xa3VSsSW0,مهدیه_اسفندیاری,,2022-08-22,2022,8,22,0,0,Monday,Summer,2022-08,Mixed
right674,"Dec 04, 2021",آمار نشان می‌دهد آزار جنسی فیزیکی عصر حدود ساعت ۱۷ تاکسی بی‌سیم بابل بیشتر رخ می‌دهد. قربانیان عمدتاً دختر جوان هستند. با شروع تاریکی امنیت کمتر میشه. فضای عمومی ناامن است.,,,2021-12-04,2021,12,4,0,5,Saturday,Winter,2021-12,Iran
narges43,"Jun 11, 2026",بازداشت متهم تماس فیزیکی ناخواسته در مونترال. حادثه صبح در در خانه شهر مونترال رخ داده. قربانی زن جوان گزارش داده. آزار در فضای خانگی هم وجود داره.,,,2026-06-11,2026,6,11,0,3,Thursday,Summer,2026-06,Ambiguous
Arman95542735,"Jun 18, 2023","🚨 دشمنان ایران باز هم دست به فریب زدند! 🔻یک بلاگر لر با توهین به زنان و دختران لر و حتی اعتراف به تجاوز به ده‌ها دختر لر 🔸️حالا توسط شبکه‌های تفرقه‌افکن تطهیر می‌شود! 🔸️می‌خواهند ماجرا را به‌دروغ ""اعتراض به قطعی برق"" جا بزنند! هوشیار باشیم ✊ #لرستان #فریب در واگن مترو","لرستان,فریب",,2023-06-18,2023,6,18,0,6,Sunday,Summer,2023-06,Mixed
parvin.farhi,"Mar 03, 2025",وقتی شب‌غروب در خیابان امامت شهر شیراز تماس فیزیکی ناخواسته اتفاق می‌افته و کسی واکنش نشون نمیده، شب‌ها امنیت برای زنان خیلی کمتره. همه مسئولیم فضای عمومی رو امن‌تر کنیم.,,"girl475,mina1469",2025-03-03,2025,3,3,0,0,Monday,Spring,2025-03,Iran
saeed.persian,"Oct 22, 2023",محیط کاری برای زنان ناامنه. همین پیش از ظهر حدود ساعت ۱۰ در شرکت شهر مشهد زن جوانی عکسبرداری ناخواسته شد. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,زن_زندگی_آزادی,"parvin74,news295",2023-10-22,2023,10,22,0,6,Sunday,Fall,2023-10,Iran
Samira119436061,"Oct 06, 2022",این گزارش انواع مختلف آزار و خشونت جنسی از جمله آزار کلامی، تعرض شب در تهران در فروشگاه، تجاوز و تلاش برای تجاوز را شامل می‌شود. بررسی‌ها نشان می‌دهد بیش از ۹۰‌درصد قربانیان زنان هستند و سه‌چهارم آنها کمتر از ۳۰ سال دارند. #مهدیه_اسفندیاری,مهدیه_اسفندیاری,,2022-10-06,2022,10,6,0,3,Thursday,Fall,2022-10,Iran
workdayiti43891,"Dec 27, 2025",شجاعت این زن ستودنیه . تصویری کامل از خشونت علیه زنان رو نشون میده که همیشه سرکوب شده و نادیده گرفته شده حتی به خط قانون برای زنان اسیب دیده در قانون وجود نداره حدود ساعت ۱۷,,,2025-12-27,2025,12,27,0,5,Saturday,Winter,2025-12,Ambiguous
ali.nazi,"Feb 07, 2019",باز هم خبر آزار در برابر جنسی! این بار ساعت ۱۹ شب‌غروب در خیابان جمهوری تهران. قربانی دختر بوده. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. تا کی فضای عمومی ناامن باشه؟,زن_زندگی_آزادی,"mina192,nazi9583",2019-02-07,2019,2,7,0,3,Thursday,Winter,2019-02,Iran
report423,"Jan 11, 2026",گزارش: ظهر حدود ساعت ۱۲ تاکسی بی‌سیم همدان حادثه عکسبرداری ناخواسته رخ داد. قربانی کودک و متهم مسافر مرد بوده. مکان‌های عمومی شهر ناامن هستند. روزها هم آزار جنسی خیلی زیاده.,,,2026-01-11,2026,1,11,0,6,Sunday,Winter,2026-01,Iran
Sepanta121,"Mar 14, 2025",@darya_990 توی اون مسیری که یهویی واجب شده ، نمیشه با دستمالی چیزی کارو جمعش کنی موقت؟ یا مثلا یه بسته پد روزانه همیشه تو کیفتون باشه ... صبح زود,,darya_990,2025-03-14,2025,3,14,0,4,Friday,Spring,2025-03,Ambiguous
mina2022,"Mar 24, 2017",بر اساس گزارش‌ها، نزدیک شدن ناخواسته در اصفهان ساعت ۱۹ شب‌غروب در در پارک شاه‌گولی اصفهان رو به افزایش است. ساعات شب خطر آزار جنسی بالاتره. مکان‌های عمومی شهر ناامن هستند.,,,2017-03-24,2017,3,24,0,4,Friday,Spring,2017-03,Iran
amir4310,"Aug 05, 2024",آمار نشان می‌دهد آزار جنسی کلامی ساعت ۱۵ بعدازظهر آسانسور مجتمع مشهد بیشتر رخ می‌دهد. قربانیان عمدتاً زن هستند. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. مکان نیمه‌عمومی ناامن است.,,,2024-08-05,2024,8,5,0,0,Monday,Summer,2024-08,Iran
Future_BT_,"Dec 29, 2023",فاحشه مغز تو، درون تو، افکار و وجودِ توئه! فاحشه اونیه که واسه سکس با نوزاد احکام میذاره و تویی که مقلدشی و کارت بجایی رسیده که به آزار جنسی نوزاد هم فکر میکنی، قدرت نداری اون فاحشه درونت رو کنترل کنی! دختربچه گلوله خورد، ککت هم نگزید، ولی واسه مو و لباس حکم میدی، سینه چاک میکنی! حدود ساعت ۱۰,,,2023-12-29,2023,12,29,0,4,Friday,Winter,2023-12,Ambiguous
hra_news,"Sep 01, 2022",بنابر گزارش سالانه مرکز آمار مجموعه فعالان حقوق بشر در ایران، در سال ۲۰۲۵ در رسته حق آموزش و حقوق آکادمیک به‌عنوان بخشی از #حق_تحصیل، تعداد ۱۲۷ گزارش به ثبت رسیده است، که در مجموع شامل، ۱۵ مورد بازداشت، ۳ مورد ضرب و شتم، ۱ مورد ممانعت از تحصیل در مقطع تکمیلی است. علاوه بر این در تهران، ۱,حق_تحصیل,,2022-09-01,2022,9,1,0,3,Thursday,Fall,2022-09,Iran
maryam4634,"Dec 06, 2020",خبر: نگهبان به اتهام سوت زدن و متلک کودک استخر بوشهر بازداشت شد. ماجرا عصر حدود ساعت ۱۷ اتفاق افتاده. حتی در فضاهای نیمه‌عمومی امنیت نیست.,حقوق_زنان,,2020-12-06,2020,12,6,0,6,Sunday,Winter,2020-12,Iran
mina181,"Mar 22, 2023",نمیدونم چی بگم. ساعت ۱۵ بعدازظهر در بیمارستان شهر زنجان بیمار مرد بهم تهدید جنسی کرد. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,,,2023-03-22,2023,3,22,0,2,Wednesday,Spring,2023-03,Iran
justice.parvin,"Dec 18, 2025",آمار متلک جنسی در تهران نگران‌کننده است. آخرین مورد بعدازظهر در پارک شهر تهران رخ داده. در ساعات روز هم این اتفاق‌ها میفته.,"آزار_کلامی,پارک_ناامن",,2025-12-18,2025,12,18,0,3,Thursday,Winter,2025-12,Iran
justice.mehdi,"Sep 13, 2026",بازداشت متهم عکسبرداری ناخواسته در اصفهان. حادثه پیش از ظهر حدود ساعت ۱۰ در اتوبوس اصفهان رخ داده. قربانی زن گزارش داده. در اماکن عمومی هیچ نظارتی نیست.,اصفهان,,2026-09-13,2026,9,13,0,6,Sunday,Fall,2026-09,Iran
hope9460,"Feb 17, 2018",نکنه من تنها کسی هستم که عصر در دانشگاه فردوسی شهر مشهد سوت زدن و متلک شده؟ با شروع تاریکی امنیت کمتر میشه. زن شاغلها باید قوی‌تر باشن.,"زن_زندگی_آزادی,آزار_دانشگاهی",,2018-02-17,2018,2,17,0,5,Saturday,Winter,2018-02,Iran
student1600,"Dec 17, 2025",#آزار_بس! شب حدود ساعت ۲۱ در پارک تهران دختری متلک جنسی شد. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. فضای عمومی باید امن‌تر بشه.,,,2025-12-17,2025,12,17,0,2,Wednesday,Winter,2025-12,Iran
meti_mir,"Dec 27, 2018",خودتو به روانکاو نشون بده این یکی از نشانه های بارز آسیب دیدن آزار جنسی در کودکی است با ۳ جلسه تراپی حل می شه,,,2018-12-27,2018,12,27,0,3,Thursday,Winter,2018-12,Ambiguous
sobheziba241908,"Nov 26, 2025",جهانیان باید بدانند: خشونت علیه زنان در ایران سیاست رسمی رژیم است در مشهد. #زن_مقاومت_آزادی #زنان_نیروی_تغییر,"زن_مقاومت_آزادی,زنان_نیروی_تغییر",,2025-11-26,2025,11,26,0,2,Wednesday,Fall,2025-11,Iran
justice372,"Mar 02, 2017",جنبش علیه آزار جنسی فیزیکی: ساعت ۱۰ پیش از ظهر در اتوبوس یاسوج تجمعی برگزار شد. روزها هم آزار جنسی خیلی زیاده. فضای عمومی باید پایان داده بشه به این آزارها.,یاسوج,"obs414,mashhad547",2017-03-02,2017,3,2,0,3,Thursday,Spring,2017-03,Ambiguous
